nome,cargo,sexo,idade,salario
Helen Bruton,operador,F,56,1046.18
Linda Eichmann,operador,F,39,904.84
Betty Knight,operador,F,32,1220.2
Kathy Colon,atendent,F,35,873.95
Paula Chen,vendedor,F,41,1347.11
Donna Perry,operador,F,30,1118.3
Noel Sessoms,atendent,M,30,1023.41
Gloria Lawson,operador,F,35,913.33
Joseph Kang,operador,M,23,865.8
Aaron Moretti,supervisor,M,55,2972.74
Amy Mcmenamy,diretor,F,26,11255.89
Mary Avila,atendent,F,22,872.84
Doris Mallet,gerente,F,26,4723.09
William Barth,analista,M,58,1648.57
Alvin Smith,operador,M,37,1086.48
David Demarco,atendent,M,31,937.14
Kenneth Belles,vendedor,M,43,1439.3
Carol Gettinger,analista,F,37,1384.45
Charlie Jacobs,operador,F,54,1104.79
Nidia Taylor,vendedor,F,30,1134.77
Forrest Anguiano,operador,M,25,1046.95
Mike Maki,analista,M,27,1419.5
Bobby Tomasini,operador,M,58,1108.2
Cassandra Zeller,operador,F,49,1135.35
Elizabeth Darden,atendent,F,56,757.27
Gail Rozell,operador,F,56,1056.73
Peter Walker,atendente:,M,51,894.07
Yadira Reid,vendedor,F,27,1194.88
David Kuhn,vendedor,M,20,1055.7
Lana Schaffer,atendente:,F,33,903.06
Vicki Davis,operador,F,41,981.85
Charlotte Anderson,operador,F,24,1217.89
John Brunetto,operador,M,22,1091.48
Larry Knauer,atendente:,M,37,913.13
Daniel Goldblatt,operador,M,22,898.04
Kylee Rosales,operador,F,25,1064.65
Patrick Zhang,atendent,M,27,977.92
Jeffrey Koh,atendente:,M,39,914.31
Carol Mcnealy,diretor,F,27,8246.71
Rashida Le,operador,F,29,987.1
April Louis,operador,F,51,1047.75
Robert Garmon,atendent,M,30,899.91
Edward Singletary,supervisor,M,38,2855.27
Phillip Nicely,operador,M,60,1058.99
Elizabeth Seider,operador,F,40,967.95
Richard Sieck,atendent,M,42,934.99
Kathie Amyotte,analista,F,34,1448.74
Keith Waynick,operador,M,55,959.01
Carline Lund,atendent,F,57,918.42
Samantha Quirk,atendente:,F,45,788.4
James Riggle,operador,M,25,838.84
Dennis Martinez,operador,M,55,1015.1
Sonja Johnson,atendent,F,26,944.47
Charles Miller,analista,M,56,1335.87
George Peters,vendedor,M,31,1292.18
Julius Michaud,vendedor,M,26,1189.2
Kenneth Davis,gerente,M,56,5388.25
Yvonne Dockery,analista,F,39,1623.63
Michael Williams,operador,M,36,908.5
Brian Mejia,analista,M,29,1506.9
Pricilla Campbell,analista,F,27,1425.08
Douglas West,operador,M,55,936.57
Nathaniel Jacobs,atendente:,M,30,929.95
John Mahoney,atendent,M,39,784.78
Frank Franklin,operador,M,56,1135.9
Jason Patterson,analista,M,25,1500.55
James Freeman,analista,M,44,1401.76
John Smith,analista,M,35,1564.08
Teresa Myers,gerente,F,34,5164.78
Janet Heaton,operador,F,38,1003.88
Latasha Latch,operador,F,45,862.86
Sandy Howard,atendente:,F,45,813.0
Russel Orzechowski,analista,M,32,1643.42
Thomas Leaks,supervisor,M,21,3016.45
Albert Clore,analista,M,50,1343.39
Victoria Bingham,atendent,F,31,839.76
Wilma Lykins,diretor,F,39,9161.65
John Bogle,operador,M,54,1134.45
John Armstrong,operador,M,53,1011.0
Rafael Anderson,atendente:,M,37,966.02
Hannah Haley,atendente:,F,50,872.61
Donald Brightharp,atendente:,M,21,969.87
Willie Calhoon,vendedor,M,31,1161.78
Elizabeth Bryan,operador,F,33,1213.43
Clifford Thull,atendente:,M,24,884.95
Ruth Grantham,analista,F,28,1568.63
Marie Pulliam,atendente:,F,57,707.64
Kelly Adams,atendente:,M,29,936.75
Jose Youngblood,operador,M,52,978.01
Sean Dodson,analista,M,53,1593.65
Eric Clemons,atendent,M,46,836.96
Colin Taylor,atendent,M,20,1145.69
Rose Ortega,analista,F,50,1572.73
Viola Williams,gerente,F,35,4064.96
Heather Dejesus,atendent,F,20,984.1
Stanley Boone,operador,M,53,971.91
Anna Lukasiewicz,vendedor,F,27,1157.14
Pearl Hawkins,atendente:,F,48,892.07
David Farkas,supervisor,M,59,3034.74
Mindy Boss,operador,F,23,1094.74
Debra Poe,atendente:,F,20,715.94
Jacqueline Hampton,atendente:,F,54,796.68
Shirlene Tallent,analista,F,57,1845.47
Sharon Dawson,analista,F,53,1203.97
Linda Malone,diretor,F,26,10395.55
Jessie Pankratz,vendedor,F,37,1166.27
Cristobal Chase,analista,M,30,1502.35
Antonia Torres,atendent,F,40,1080.22
Deborah Jones,operador,F,30,1015.76
Otha Eaddy,analista,M,28,1473.17
Michael Santomauro,operador,M,36,1086.29
Helen Anderson,gerente,F,21,4776.02
Marisa Jennings,analista,F,28,1919.9
Barbara Mull,operador,F,34,1025.92
Ashley Phillips,operador,F,28,1026.23
Catherine Garcia,analista,F,51,1259.52
Wesley Pulver,analista,M,57,1524.13
Stephanie Soliz,atendent,F,24,807.62
Ethel White,atendente:,F,58,902.8
Virginia Paviolitis,diretor,F,21,10202.51
Marie Pena,operador,F,27,960.62
Earlene Erickson,analista,F,21,1390.96
Cynthia Tamm,operador,F,40,937.49
Jeanette Prindle,analista,F,26,1775.23
Vaughn Bessemer,analista,M,32,1305.43
James Browning,operador,M,57,933.88
Mike Johns,operador,M,21,955.0
Arthur Couper,gerente,M,58,4532.41
Ciera Boxx,diretor,F,35,11745.33
Suzanna Lusher,vendedor,F,58,1056.46
Marc Neptune,analista,M,20,1517.55
Alfonso Johnston,atendente:,M,37,887.0
Lewis Bennett,analista,M,47,1610.97
Christopher Dearing,analista,M,24,1280.33
Raymond Gross,operador,M,20,929.77
Larry Watkins,gerente,M,53,3888.29
Robert Trahan,analista,M,26,1539.28
John Dolney,operador,M,57,930.84
James Veilleux,vendedor,M,47,1129.46
Joann Whelton,operador,F,60,922.1
Kenny Burns,operador,M,51,1097.25
Kevin Evenson,gerente,M,54,4672.76
Betty Bryant,analista,F,22,1644.73
George Jennings,operador,M,57,1094.23
Brenda Spinks,operador,F,59,1048.49
Johanne Corbin,operador,F,46,769.32
George Gondek,gerente,M,57,5005.8
Jean Sabella,operador,F,52,965.33
Jill Barton,atendent,F,33,1004.75
Suzanne Leary,operador,F,35,1092.48
Joseph Collins,operador,M,24,938.07
Lucille Kaiser,atendente:,F,23,1019.79
Dan Sperry,atendente:,M,40,906.0
Peggy Merritt,atendent,F,54,715.94
Lillie Rodgers,analista,F,49,1446.87
Peter Donati,operador,M,60,1200.76
Bernadine Phipps,atendente:,F,32,905.11
Jeremy Dunbar,analista,M,54,1504.87
Sharon Brown,analista,F,59,1344.04
Jonathan Lynch,atendente:,M,28,860.7
Stephanie Mccleery,analista,F,29,1643.87
Ryan Hagee,atendent,M,29,817.45
Helen Daigle,supervisor,F,50,3100.4
Philip Johnson,analista,M,32,1545.64
Denise Crandall,operador,F,37,797.81
Leonard Stills,atendente:,M,23,823.47
George Scott,gerente,M,20,4397.6
George Conder,vendedor,M,24,1016.59
Ann Potter,atendente:,F,25,778.42
Oliver Baumgartner,operador,M,21,780.34
Maryann English,operador,F,40,983.72
Eva Anderson,vendedor,F,60,1313.07
Paul Cook,operador,M,27,945.53
Justine Cook,atendente:,F,53,843.45
Barbara Howard,atendente:,F,21,857.04
Sarah Plascencia,analista,F,44,1573.22
William Cockrell,operador,M,32,883.98
James Oller,supervisor,M,54,2921.85
Abbie Johnson,supervisor,F,53,2962.03
Elizabeth Cook,operador,F,25,669.4
Sherri Nix,atendent,F,41,884.72
Kevin Stafford,operador,M,28,907.84
Jesus Rocha,supervisor,M,54,3069.41
Clarence Smith,analista,M,33,1515.12
Russell Smith,atendent,M,33,811.33
Heather Fields,atendent,F,22,947.79
Barbra Finke,vendedor,F,60,1294.74
Carolyn Anderson,operador,F,28,972.63
Robert Mastin,operador,M,35,816.75
James Richburg,vendedor,M,57,1224.99
Cecil Gallagher,analista,M,55,1536.06
Jessica George,operador,F,43,918.73
Joan Obrian,operador,F,50,957.73
Elizabeth Farrell,operador,F,34,1096.77
Kenneth Smith,atendente:,M,20,909.08
Glen Gallegos,atendent,M,45,999.7
Mario Moore,vendedor,M,20,1262.19
Paul Carrasco,analista,M,60,1389.75
Ada Gutierrez,operador,F,59,1084.41
Vannessa Woodlin,analista,F,25,1344.8
Charles Butler,atendente:,M,23,831.56
Frank Black,operador,M,55,1107.18
Raul Russell,atendente:,M,59,1001.89
Jesus Harris,atendente:,M,44,1023.01
Aaron Cohen,operador,M,31,969.59
Keith Sanders,atendente:,M,25,1065.63
Joyce Carrington,analista,F,42,1419.74
Jose West,atendent,M,52,797.03
Kathryn Jordan,vendedor,F,56,1173.57
Robert Campbell,operador,M,33,906.18
Robert Mccollum,atendent,M,44,840.86
Michael Higgins,atendent,M,32,1019.89
Kevin Brannigan,atendente:,M,34,800.03
Robert Robinson,operador,M,53,1034.48
Richard Sims,vendedor,M,50,1149.28
Katharina Gonez,gerente,F,50,5572.09
Joshua Rivera,operador,M,50,1002.06
Veronica Alder,operador,F,32,1029.08
Frank Blackwell,supervisor,M,43,3268.45
Charles Rodriquez,atendent,M,34,909.07
Sheila Harrison,atendente:,F,20,825.19
Margaret Thomsen,vendedor,F,57,1403.64
Julie Altman,atendent,F,46,770.61
Christine Johnson,vendedor,F,46,1191.58
Tonya Randolph,operador,F,55,969.05
Lane Todd,vendedor,F,39,1158.47
Jasmine Lara,analista,F,55,1461.23
Martha Betton,operador,F,25,852.13
Robert Griggs,vendedor,M,21,1087.91
Patricia Overton,analista,F,41,1544.93
Miguel Nelson,analista,M,53,1569.78
Mark Bigler,operador,M,41,914.78
Darlene Ramos,supervisor,F,56,3043.14
William Wool,vendedor,M,48,1019.3
Sue Akin,analista,F,32,1383.59
Keith Betancourt,atendent,M,53,775.92
Nancy Robinson,analista,F,48,1408.08
Susan Boyd,atendent,F,26,836.21
Sarah Stewart,analista,F,51,1454.24
Tyler Bartholomew,analista,M,58,1335.7
Mikel Lyell,supervisor,M,35,3546.8
Bessie Hayward,vendedor,F,21,1515.57
Doug Taylor,atendent,M,53,909.12
Lisa Mendoza,atendente:,F,27,876.89
Josefina Drish,analista,F,29,1802.89
Christian Moseley,atendent,M,56,860.38
Jessika Carlton,supervisor,F,33,3067.57
Ashley Kilroy,atendent,F,42,1042.41
Patrick Prescott,vendedor,M,44,1143.5
Keith Jemison,analista,M,29,1563.41
Josh Hurd,vendedor,M,24,1259.88
Joseph Deleon,vendedor,M,54,1219.05
Billy Pruett,atendente:,M,52,899.07
Sandee Folsom,analista,F,37,1307.05
James Fredrickson,operador,M,57,1078.22
Jonathan Fenton,atendente:,M,36,1012.53
Joanne Hanson,vendedor,F,58,1094.14
Fidel Warnstaff,atendente:,M,45,969.23
Gina Torres,analista,F,40,1604.43
Claudia Shaw,operador,F,28,1185.25
Dora Duncan,operador,F,53,877.4
Carla Calo,vendedor,F,45,1274.74
Billy Corda,atendente:,M,44,834.96
Phillip Ervin,atendent,M,58,866.11
James Matt,operador,M,21,1111.65
Charles Whitaker,vendedor,M,27,1278.07
Patricia Mccarty,atendente:,F,35,966.43
Melvin Hoare,operador,M,60,1055.43
Albert Nelson,operador,M,52,938.33
Nancy Gray,atendente:,F,50,894.67
Mary Williams,operador,F,56,1041.36
Emmett Szymczak,operador,M,25,1102.24
Lissette Thomas,vendedor,F,37,1241.92
Jill Visher,operador,F,42,982.19
Zachary Jarecki,analista,M,22,1305.69
Eric Tucker,analista,M,32,1415.07
Krista Surina,atendent,F,43,892.02
Earl Pennington,atendent,M,60,1086.1
Patrick Bystron,atendente:,M,33,859.99
Tony Babb,atendent,M,25,905.85
Patricia Amen,analista,F,38,1494.16
Jason Ponce,operador,M,43,862.25
Thomas Sousa,operador,M,50,1101.5
Douglas Hodges,vendedor,M,55,1211.2
Kenneth Maxwell,operador,M,24,820.17
Terry Johnson,vendedor,M,30,1336.9
Billy Burkhalter,atendente:,M,58,878.05
Richard Eckstein,vendedor,M,44,1338.53
Darrel Carty,atendente:,M,38,1009.55
Willard Lewis,vendedor,M,47,1286.5
Michele Garcia,operador,F,43,967.66
Virginia Vine,operador,F,52,900.16
Pete Andrade,atendente:,M,31,913.52
Betty Turner,operador,F,43,1147.92
Irma Goodermote,vendedor,F,22,1467.27
Alan Amos,vendedor,M,53,1162.17
Steven Bridges,analista,M,57,1750.19
Tammy Knapp,analista,F,52,1278.35
Richard Stutes,atendente:,M,23,837.1
Josephine Auiles,operador,F,30,1097.94
Leontine Mckeighan,operador,F,44,1132.19
Christine Stupak,analista,F,47,1762.69
Edward Davies,diretor,M,30,10793.24
Steven Siegmund,vendedor,M,44,988.85
John Gallant,analista,M,48,1538.13
Erik Mceachern,operador,M,24,1131.36
Kimberly Mann,atendente:,F,20,882.71
Janet Raney,vendedor,F,46,1163.63
Alice Davis,vendedor,F,58,1380.22
Austin Gates,analista,M,55,1775.27
James Hough,gerente,M,43,5075.74
Steven Kemp,atendente:,M,24,965.7
Randi Coffman,operador,F,31,940.28
Charles Wilson,operador,M,43,783.3
Marty Romero,operador,M,54,955.48
Jamie Kennelly,vendedor,F,46,1097.9
William Kelly,gerente,M,41,4786.68
Ethel Fairfax,operador,F,55,1015.36
Miguel Bland,operador,M,46,1042.02
Jeromy Trudeau,operador,M,36,798.29
Alice Flores,atendente:,F,47,950.4
John Wren,vendedor,M,54,1191.55
Carolyn Chamberlin,vendedor,F,56,1196.74
Kristine Cifelli,operador,F,39,1068.62
Brian Hanks,vendedor,M,37,1201.6
Jake Hunter,atendente:,M,48,738.43
Diane Pomrenke,atendente:,F,27,1100.05
Bryan Saldivar,analista,M,60,1722.97
Clayton Mullenbach,operador,M,25,972.75
Mary Candler,vendedor,F,32,1197.66
Kelle Bailey,atendent,F,36,953.8
Edward Blankenship,operador,M,23,1065.99
Dana Fritch,operador,F,51,1294.57
Roy Mercier,vendedor,M,60,1163.2
Ahmad White,atendente:,M,42,764.85
Fay Holcomb,vendedor,F,37,1074.41
Willie Stevens,analista,F,60,1600.18
Gordon Gust,atendente:,M,55,960.35
Marion Lyons,operador,F,24,1040.85
James Ruiz,atendent,M,26,1009.69
Demetria Jimenez,atendente:,F,26,681.37
Franklin Mehlig,atendente:,M,20,916.9
Cleta White,vendedor,F,35,1195.87
Theresa Dean,atendent,F,26,877.82
William Kio,operador,M,42,778.36
Sally Mbonu,operador,F,31,844.43
Diane Fortney,vendedor,F,56,1357.53
Jacqueline Harada,atendente:,F,50,937.93
Walter Patty,vendedor,M,35,1319.34
Jesus Clements,atendent,M,51,1034.75
Kathleen Lopez,atendent,F,31,803.0
Scott Gay,operador,M,55,1003.65
Todd Jones,analista,M,27,1454.03
Arnold Ulbrich,atendente:,M,23,897.05
Shelley Dominguez,vendedor,F,60,1203.16
Elizabeth Gingras,operador,F,24,1026.16
Helga Croker,atendent,F,36,970.58
Carl Smittle,operador,M,52,1035.48
Mary Maples,analista,F,32,1618.76
Mary Alkire,operador,F,60,929.89
Brooke Fisher,atendent,F,20,877.23
Diane Johnson,analista,F,55,1670.57
Jeffery Sims,atendent,M,56,826.61
Donald Stark,operador,M,27,867.27
Stacie Kinney,atendente:,F,57,1098.93
Michael Johnson,atendent,M,27,955.87
Naomi Halbert,operador,F,56,923.82
Vera Pujols,diretor,F,30,10180.6
Colin Paulsen,atendente:,M,42,797.17
Paul Lee,operador,M,53,914.28
Irving Colby,operador,M,21,1019.72
Juan Mendez,analista,M,57,1362.43
George Facundo,analista,M,31,1583.46
Lola Horton,operador,F,43,1193.8
Brett Troiano,operador,M,35,1042.19
Laurie Lee,gerente,F,44,5343.21
Marjorie Rose,operador,F,33,1200.77
Charla Christianson,analista,F,37,1494.81
Jeanna Mccann,operador,F,25,1120.07
Edward Duncan,vendedor,M,23,1232.66
Christopher Booth,atendente:,M,38,811.93
Vince Mcnorton,atendent,M,47,904.94
Larry Coop,atendent,M,44,921.93
David Leavitt,atendente:,M,21,770.61
David Cowan,operador,M,32,874.46
Joyce Richardson,vendedor,F,48,1417.68
Marjorie Richardson,analista,F,38,1700.42
Edna Dorado,operador,F,26,924.09
Joseph Williams,vendedor,M,45,1432.34
Lorraine Kroes,operador,F,23,898.64
Delfina Reid,analista,F,29,1673.2
Princess Smith,vendedor,F,38,1409.57
Marlene Westfall,atendente:,F,60,898.19
Clarence Williams,vendedor,M,22,1097.35
Anita Farnes,vendedor,F,39,1398.81
Ashley Salazar,atendent,F,36,911.77
Laurel Garcia,analista,F,41,1530.39
Walter Pierce,atendente:,M,33,1055.9
Courtney Cool,operador,F,32,933.77
Ella Mixon,atendente:,F,46,980.04
Raymond Dunham,operador,M,52,1022.9
Cheryl Silkwood,analista,F,25,1584.52
Maria Thompson,vendedor,F,31,1015.23
Katheleen Toliver,gerente,F,53,5196.48
Norma Pecanty,operador,F,54,1073.99
Ronald Nasser,analista,M,44,1634.23
Charlie Godwin,analista,M,41,1478.58
Andrew Moore,vendedor,M,42,1017.21
Barbara Cornell,gerente,F,25,4045.1
Shannon Daniele,vendedor,F,56,1172.9
Juan Tolley,operador,M,25,1023.35
Sharon Brookshire,operador,F,30,1009.52
Steven Hicks,analista,M,54,1487.96
Ebony Fry,atendent,F,60,905.23
Tammy Horner,atendent,F,34,805.5
Larry Robinson,analista,M,32,1470.47
Megan Curtis,atendent,F,34,984.05
Diane Bynoe,atendente:,F,30,1011.36
Curtis Dyer,vendedor,M,31,1178.96
Jason Fredrick,supervisor,M,60,3013.88
Amy Castaneda,analista,F,43,1704.75
Stephanie Ingram,atendent,F,25,852.17
Belia Yates,operador,F,46,1012.73
Christina Illiano,vendedor,F,23,1258.88
Anthony Whitehead,supervisor,M,32,3002.57
John Vanwagner,analista,M,60,1694.53
Alfonzo Fisher,analista,M,45,1479.27
Larry Hamby,supervisor,M,48,3239.78
Robert Brown,atendente:,M,49,935.33
Lois Conley,operador,F,24,901.19
Michael Durham,supervisor,M,32,2909.72
Willie Huggins,diretor,M,52,10349.31
Candice Tucker,vendedor,F,27,1130.77
Robert Schulz,atendente:,M,60,1039.22
Fred Lanier,operador,M,60,1084.23
Janet Fritz,operador,F,41,1020.73
Latasha Oneal,analista,F,37,1372.69
Andy Hamberg,atendente:,M,45,887.96
Ashley Williams,atendente:,M,41,927.15
Terry Warren,analista,M,30,1238.35
Tiffaney Gleeson,operador,F,35,1045.86
Luis Brown,vendedor,M,27,1039.69
Teresa Mitchell,gerente,F,21,4813.09
Josephine Soileau,operador,F,30,1105.04
Robert Venecia,operador,M,32,909.8
Suzanne Greenway,gerente,F,44,3734.07
Bernie Torres,vendedor,M,47,1102.16
Bertha Christopher,analista,F,54,1721.39
Debra Markley,analista,F,40,1343.25
John Cardenas,supervisor,M,39,3215.0
Jennifer Mcdonald,atendent,F,60,946.81
Cherry Gonzales,operador,F,56,1010.98
Sam Huckabaa,gerente,M,52,5401.54
Jeffrey Cooper,atendent,M,36,1020.48
Anita Drewes,atendente:,F,54,751.7
Jonna Alvarez,atendente:,F,46,890.16
Stephen Clarkson,vendedor,M,58,1100.82
Vernon Buckwalter,operador,M,34,1043.6
Victoria Atwood,gerente,F,32,5100.54
John Kale,analista,M,26,1235.11
Mirna Henry,operador,F,29,797.67
Vicky Trevino,atendente:,F,27,939.51
John Wallace,operador,M,32,1037.71
Wilson Atwood,atendente:,M,37,987.45
Andrew Hebert,analista,M,26,1524.33
Dennis Jacob,atendent,M,50,1043.82
April Martin,atendente:,F,29,880.48
My Jones,vendedor,F,34,1117.85
Charles Rogers,atendent,M,51,902.68
Robert Burris,analista,M,40,1527.19
Brian Garneau,vendedor,M,40,1265.98
Felicia Smith,atendent,F,23,988.76
Mark Tyrrell,vendedor,M,44,1133.0
Keith Hunter,operador,M,45,1223.76
Ina Peterson,atendent,F,29,992.39
David Gibson,atendente:,M,58,990.05
Mary Gegenheimer,atendente:,F,57,983.13
Amanda Kennison,analista,F,40,1284.85
Grace Newman,operador,F,21,1025.75
Maxine Mellas,supervisor,F,23,2784.95
Cheryl Kennedy,vendedor,F,44,1128.03
Jorge Benjamin,atendent,M,55,895.61
Joseph Powers,atendente:,M,24,874.57
Vernon Brown,operador,M,34,901.15
Rochelle Trojanowski,operador,F,29,893.62
Helen Luiz,analista,F,23,1380.15
Ernesto Esquibel,gerente,M,42,4873.54
Beverly Hendrickson,operador,F,49,1027.23
Michele Cavazos,vendedor,F,39,1202.35
Joseph Dougherty,supervisor,M,43,2547.9
Charles Hathaway,operador,M,29,1046.7
Robert Brice,vendedor,M,25,1279.15
Vincent Bell,operador,M,57,929.5
Dora Wurzbacher,analista,F,39,1693.25
Janice Khan,operador,F,58,1106.14
Joel Kirk,analista,M,28,1432.65
Elizabeth Holbert,operador,F,52,787.74
Duane Mcnaughton,atendente:,M,57,1122.5
Marjorie Filer,analista,F,34,1314.09
Melissa Pavlosky,operador,F,56,927.5
Susan Heath,analista,F,31,1520.31
Sadie Ballard,gerente,F,52,4870.12
Willie Maynard,atendente:,M,47,911.31
Twila Evans,vendedor,F,57,1301.03
Diane Malik,atendent,F,51,1000.05
Nancy King,operador,F,43,880.64
Cynthia Turpen,atendente:,F,32,1049.14
Catherine Scott,supervisor,F,60,3021.26
Roy Tabor,atendent,M,30,951.88
Edgar Cervantes,diretor,M,40,10989.48
Edward Bussell,vendedor,M,23,1152.75
Janice Davis,vendedor,F,37,1204.57
Kenneth Pugh,atendente:,M,37,914.97
Sandra Young,analista,F,56,1546.07
Douglas Gonzalez,analista,M,48,1365.0
Michelle Morris,atendente:,F,34,1019.53
Terry Barrick,operador,F,30,929.88
Adrian Duran,analista,M,40,1673.64
Russell Smith,analista,M,34,1712.35
Kenneth Huard,vendedor,M,53,1353.61
Mary Chapmon,operador,F,32,838.21
Cindy Garcia,atendente:,F,22,787.12
Elizabeth Antilla,vendedor,F,45,1217.65
Harry Aguilar,vendedor,M,36,1306.14
Stephen Castillo,analista,M,29,1925.64
Guadalupe Chase,vendedor,M,28,1180.94
George Curry,operador,M,32,928.17
Robert Pretti,atendente:,M,56,918.78
Bradley Robertson,analista,M,57,1728.18
Melanie Reed,atendente:,F,25,907.45
Jamison Winterholler,operador,M,25,1066.18
Lori Laplante,atendent,F,20,1032.7
Carrie Canales,atendent,F,21,835.18
Sharon Flaherty,gerente,F,33,4590.62
Jonathan Adams,operador,M,32,956.66
Cheri Williams,atendent,F,52,776.52
James Mayer,analista,M,20,1487.13
Ashley Gaughan,operador,F,38,1142.23
Chester Hamblin,supervisor,M,59,2744.7
Edward Booth,operador,M,54,944.73
Stacy Manley,analista,F,40,1366.46
Porfirio West,operador,M,22,1016.82
Gilberto Eng,vendedor,M,42,1295.69
Justin Figley,operador,M,44,1072.24
Tammy Flaten,operador,F,54,1047.0
Christine Castagna,analista,F,47,1684.68
Doris Thomas,atendente:,F,50,746.83
Wendy Taylor,vendedor,F,42,1205.55
Rebekah Powell,operador,F,28,1013.52
Carol Portillo,operador,F,32,1160.88
Charles Fass,analista,M,58,1304.29
Magdalena Snider,atendent,F,57,856.17
Dennis Borgia,diretor,M,38,9378.78
Sabrina Lovelace,operador,F,46,1044.87
Nicole Rivers,analista,F,33,1277.86
Charles Yates,analista,M,30,1570.78
Mark Luker,operador,M,42,1013.22
Paul Bryan,operador,M,31,1030.55
Allison Branche,atendent,F,43,935.45
Kristen Lewis,atendente:,F,41,883.7
Esther Palmer,analista,F,58,1558.23
Tim Curry,analista,M,35,1363.74
Luke Rice,atendente:,M,26,813.96
Marilyn Benson,operador,F,34,1061.28
Joe Traylor,analista,M,34,1287.75
Candice Komar,operador,F,53,1001.37
Demetrius Nicoletti,operador,M,55,922.38
Edward Raposa,supervisor,M,20,2903.44
Bryan West,atendent,M,35,710.3
Gerald Parsons,vendedor,M,24,1297.86
Bobby Ramirez,operador,M,58,1042.99
Mildred Matlock,operador,F,35,965.43
Marion Daniels,operador,M,46,862.58
Leroy Donovan,analista,M,60,1486.14
Teresa Pangelinan,operador,F,36,1043.92
Michelle Miller,atendente:,F,24,824.74
Philip Prather,operador,M,47,1207.35
Jaime Minutillo,vendedor,F,53,1069.78
Mary Jones,atendente:,F,48,715.03
Sarah Deleon,atendente:,F,26,892.52
Ron Dempsey,operador,M,22,1003.04
Mary Roberts,operador,F,53,897.39
